공고ID,사업명,주관부처,분야,사업설명,주요키워드,공고링크,마감일,키워드리스트,source
R25BK00599856,장항항 복합다기능 부잔교 설치사업,경상남도 고성군,조달청 또는 나라장터 자체 공고건,장항항 복합다기능 부잔교 설치사업,"장항항,복합다기능,부잔교,설치사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['장항항', '복합다기능', '부잔교', '설치사업']",bid_list_converted.csv
R25BK00599864,구미 첨단방위산업진흥센터 건립공사(기계설비),경상북도 구미시,조달청 또는 나라장터 자체 공고건,구미 첨단방위산업진흥센터 건립공사(기계설비),"구미,첨단방위산업진흥센터,건립공사,기계설비",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['구미', '첨단방위산업진흥센터', '건립공사', '기계설비']",bid_list_converted.csv
R25BK00599859,고령한돈 비선호육 지역특화관광상품개발센터 전기공사,경상북도 고령군,조달청 또는 나라장터 자체 공고건,고령한돈 비선호육 지역특화관광상품개발센터 전기공사,"고령한돈,비선호육,지역특화관광상품개발센터,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['고령한돈', '비선호육', '지역특화관광상품개발센터', '전기공사']",bid_list_converted.csv
R25BK00599872,구미 첨단방위산업진흥센터 건립공사(통신),경상북도 구미시,조달청 또는 나라장터 자체 공고건,구미 첨단방위산업진흥센터 건립공사(통신),"구미,첨단방위산업진흥센터,건립공사,통신",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['구미', '첨단방위산업진흥센터', '건립공사', '통신']",bid_list_converted.csv
R25BK00599868,군령포항 복합다기능 부잔교 설치사업,경상남도 고성군,조달청 또는 나라장터 자체 공고건,군령포항 복합다기능 부잔교 설치사업,"군령포항,복합다기능,부잔교,설치사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['군령포항', '복합다기능', '부잔교', '설치사업']",bid_list_converted.csv
R25BK00599888,송산 리본센터 건립공사(건축공사),화성도시공사,조달청 또는 나라장터 자체 공고건,송산 리본센터 건립공사(건축공사),"송산,리본센터,건립공사,건축공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-05 10:00:00,"['송산', '리본센터', '건립공사', '건축공사']",bid_list_converted.csv
R25BK00599877,바래미 생태레저단지 조성사업 전기통신공사,경상북도 고령군,조달청 또는 나라장터 자체 공고건,바래미 생태레저단지 조성사업 전기통신공사,"바래미,생태레저단지,조성사업,전기통신공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['바래미', '생태레저단지', '조성사업', '전기통신공사']",bid_list_converted.csv
R25BK00599890,전도항 복합다기능 부잔교 설치사업,경상남도 고성군,조달청 또는 나라장터 자체 공고건,전도항 복합다기능 부잔교 설치사업,"전도항,복합다기능,부잔교,설치사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['전도항', '복합다기능', '부잔교', '설치사업']",bid_list_converted.csv
R25BK00599900,연화산도립공원 위험목 등 정비사업,경상남도 고성군,조달청 또는 나라장터 자체 공고건,연화산도립공원 위험목 등 정비사업,"연화산도립공원,위험목,정비사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['연화산도립공원', '위험목', '정비사업']",bid_list_converted.csv
R25BK00599922,2025년 법정도로 배수시설 준설 연간단가(읍면지역),경기도 양주시,조달청 또는 나라장터 자체 공고건,2025년 법정도로 배수시설 준설 연간단가(읍면지역),"2025년,법정도로,배수시설,준설,연간단가,읍면지역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '법정도로', '배수시설', '준설', '연간단가', '읍면지역']",bid_list_converted.csv
R25BK00599923,2025년 법정도로 배수시설 준설 연간단가(동지역),경기도 양주시,조달청 또는 나라장터 자체 공고건,2025년 법정도로 배수시설 준설 연간단가(동지역),"2025년,법정도로,배수시설,준설,연간단가,동지역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '법정도로', '배수시설', '준설', '연간단가', '동지역']",bid_list_converted.csv
R25BK00560181,천안고등학교 신관동 건축공사,충청남도교육청 천안고등학교,조달청 또는 나라장터 자체 공고건,천안고등학교 신관동 건축공사,"천안고등학교,신관동,건축공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-05 10:00:00,"['천안고등학교', '신관동', '건축공사']",bid_list_converted.csv
R25BK00598947,대전신일여고 실습실(패션마케팅) 조성 건축공사 수의계약 견적 제출 공고,대전광역시교육청 대전신일여자고등학교,조달청 또는 나라장터 자체 공고건,대전신일여고 실습실(패션마케팅) 조성 건축공사 수의계약 견적 제출 공고,"대전신일여고,실습실,패션마케팅,조성,건축공사,수의계약,견적,제출,공고",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['대전신일여고', '실습실', '패션마케팅', '조성', '건축공사', '수의계약', '견적', '제출', '공고']",bid_list_converted.csv
R25BK00600006,순천매산고 꿈키움진로카페외 2건 전기공사,전라남도교육청 순천매산고등학교,조달청 또는 나라장터 자체 공고건,순천매산고 꿈키움진로카페외 2건 전기공사,"순천매산고,꿈키움진로카페외,2건,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-31 10:00:00,"['순천매산고', '꿈키움진로카페외', '2건', '전기공사']",bid_list_converted.csv
R25BK00600005,법수농공단지 보도블럭 교체공사,경상남도 함안군,조달청 또는 나라장터 자체 공고건,법수농공단지 보도블럭 교체공사,"법수농공단지,보도블럭,교체공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['법수농공단지', '보도블럭', '교체공사']",bid_list_converted.csv
R25BK00597928,2025년 원미구(1권역) 1차 하수관로 준설공사(단가계약),경기도 부천시 원미구,조달청 또는 나라장터 자체 공고건,2025년 원미구(1권역) 1차 하수관로 준설공사(단가계약),"2025년,원미구,1권역,1차,하수관로,준설공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '원미구', '1권역', '1차', '하수관로', '준설공사', '단가계약']",bid_list_converted.csv
R25BK00600020,산인농공단지 오수처리장 보수공사,경상남도 함안군,조달청 또는 나라장터 자체 공고건,산인농공단지 오수처리장 보수공사,"산인농공단지,오수처리장,보수공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['산인농공단지', '오수처리장', '보수공사']",bid_list_converted.csv
R25BK00598730,인천지방국세청 청사신축 소방공사,조달청 인천지방조달청,조달청 또는 나라장터 자체 공고건,인천지방국세청 청사신축 소방공사,"인천지방국세청,청사신축,소방공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-14 10:00:00,"['인천지방국세청', '청사신축', '소방공사']",bid_list_converted.csv
R25BK00599406,북부소방서 본서 보수보강 공사,광주광역시 북부소방서,조달청 또는 나라장터 자체 공고건,북부소방서 본서 보수보강 공사,"북부소방서,본서,보수보강,공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 14:00:00,"['북부소방서', '본서', '보수보강', '공사']",bid_list_converted.csv
R25BK00596643,인문관 행정실 등 환경개선 건축공사,부산대학교,조달청 또는 나라장터 자체 공고건,인문관 행정실 등 환경개선 건축공사,"인문관,행정실,환경개선,건축공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-05 10:00:00,"['인문관', '행정실', '환경개선', '건축공사']",bid_list_converted.csv
R25BK00596669,2025년 1학기 신임교수 공간배정에 따른 건축공사,부산대학교,조달청 또는 나라장터 자체 공고건,2025년 1학기 신임교수 공간배정에 따른 건축공사,"2025년,1학기,신임교수,공간배정에,따른,건축공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-05 10:00:00,"['2025년', '1학기', '신임교수', '공간배정에', '따른', '건축공사']",bid_list_converted.csv
R25BK00596681,2025년 1학기 신임교수 공간배정에 따른 기계공사,부산대학교,조달청 또는 나라장터 자체 공고건,2025년 1학기 신임교수 공간배정에 따른 기계공사,"2025년,1학기,신임교수,공간배정에,따른,기계공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-05 10:00:00,"['2025년', '1학기', '신임교수', '공간배정에', '따른', '기계공사']",bid_list_converted.csv
R25BK00600065,순천매산고 꿈키움진로카페외1건 구축공사,전라남도교육청 순천매산고등학교,조달청 또는 나라장터 자체 공고건,순천매산고 꿈키움진로카페외1건 구축공사,"순천매산고,꿈키움진로카페외1건,구축공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-31 10:00:00,"['순천매산고', '꿈키움진로카페외1건', '구축공사']",bid_list_converted.csv
R25BK00598064,양동중학교 체육관 무대조명 개선공사 입찰공고,경기도교육청 경기도양평교육지원청 양동중학교,조달청 또는 나라장터 자체 공고건,양동중학교 체육관 무대조명 개선공사 입찰공고,"양동중학교,체육관,무대조명,개선공사,입찰공고",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-31 12:00:00,"['양동중학교', '체육관', '무대조명', '개선공사', '입찰공고']",bid_list_converted.csv
R25BK00597971,광명북중 급식소 및 교실증축 기계설비공사,경기도교육청 경기도광명교육지원청,조달청 또는 나라장터 자체 공고건,광명북중 급식소 및 교실증축 기계설비공사,"광명북중,급식소,교실증축,기계설비공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-06 10:00:00,"['광명북중', '급식소', '교실증축', '기계설비공사']",bid_list_converted.csv
R25BK00600092,국립청소년해양센터 오수처리장 전기 판넬 및 배전반 교체,한국청소년활동진흥원,조달청 또는 나라장터 자체 공고건,국립청소년해양센터 오수처리장 전기 판넬 및 배전반 교체,"국립청소년해양센터,오수처리장,전기,판넬,배전반,교체",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-23 15:00:00,"['국립청소년해양센터', '오수처리장', '전기', '판넬', '배전반', '교체']",bid_list_converted.csv
R25BK00600061,2025년 숲가꾸기(제4차)사업,산림청 북부지방산림청 인제국유림관리소,조달청 또는 나라장터 자체 공고건,2025년 숲가꾸기(제4차)사업,"2025년,숲가꾸기,제4차,사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '숲가꾸기', '제4차', '사업']",bid_list_converted.csv
R25BK00600188,북면 연덕2리(가래골) 농로포장공사,강원특별자치도 영월군,조달청 또는 나라장터 자체 공고건,북면 연덕2리(가래골) 농로포장공사,"북면,연덕2리,가래골,농로포장공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['북면', '연덕2리', '가래골', '농로포장공사']",bid_list_converted.csv
R25BK00600159,강남센터 38층 배수배관 이설공사(건축),서울대학교병원,조달청 또는 나라장터 자체 공고건,강남센터 38층 배수배관 이설공사(건축),"강남센터,38층,배수배관,이설공사,건축",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['강남센터', '38층', '배수배관', '이설공사', '건축']",bid_list_converted.csv
R25BK00599997,2025년 동안구 교통안전시설물 보수공사(연간단가),경기도 안양시,조달청 또는 나라장터 자체 공고건,2025년 동안구 교통안전시설물 보수공사(연간단가),"2025년,동안구,교통안전시설물,보수공사,연간단가",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['2025년', '동안구', '교통안전시설물', '보수공사', '연간단가']",bid_list_converted.csv
R25BK00596978,[긴급] 이리초 그린스마트스쿨 본관동 증개축 기계설비공사,전북특별자치도교육청 전북특별자치도익산교육지원청,조달청 또는 나라장터 자체 공고건,[긴급] 이리초 그린스마트스쿨 본관동 증개축 기계설비공사,"긴급,이리초,그린스마트스쿨,본관동,증개축,기계설비공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['긴급', '이리초', '그린스마트스쿨', '본관동', '증개축', '기계설비공사']",bid_list_converted.csv
R25BK00600183,수정청소년수련관 부설주차장 유지보수 통신공사,경기도 성남시,조달청 또는 나라장터 자체 공고건,수정청소년수련관 부설주차장 유지보수 통신공사,"수정청소년수련관,부설주차장,유지보수,통신공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['수정청소년수련관', '부설주차장', '유지보수', '통신공사']",bid_list_converted.csv
R25BK00600016,2025년 만안구 교통안전시설물 보수공사(연간단가),경기도 안양시,조달청 또는 나라장터 자체 공고건,2025년 만안구 교통안전시설물 보수공사(연간단가),"2025년,만안구,교통안전시설물,보수공사,연간단가",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['2025년', '만안구', '교통안전시설물', '보수공사', '연간단가']",bid_list_converted.csv
R25BK00599459,"서울대학교 관악학생생활관 920동 2층 리모델링 공사(건축, 기계)",서울대학교 부속시설 학생생활관 관악학생생활관,조달청 또는 나라장터 자체 공고건,"서울대학교 관악학생생활관 920동 2층 리모델링 공사(건축, 기계)","서울대학교,관악학생생활관,920동,2층,리모델링,공사,건축,기계",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['서울대학교', '관악학생생활관', '920동', '2층', '리모델링', '공사', '건축', '기계']",bid_list_converted.csv
R25BK00599853,"수의견적제출공고(2025년 상수도 긴급누수 및 유지보수공사(이천권역, 단가계약))",경기도 이천시 환경수자원국 수도과,조달청 또는 나라장터 자체 공고건,"수의견적제출공고(2025년 상수도 긴급누수 및 유지보수공사(이천권역, 단가계약))","수의견적제출공고,2025년,상수도,긴급누수,유지보수공사,이천권역,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['수의견적제출공고', '2025년', '상수도', '긴급누수', '유지보수공사', '이천권역', '단가계약']",bid_list_converted.csv
R25BK00599862,"수의견적제출공고(2025년 상수도 긴급누수 및 유지보수공사(여주권역, 단가계약))",경기도 이천시 환경수자원국 수도과,조달청 또는 나라장터 자체 공고건,"수의견적제출공고(2025년 상수도 긴급누수 및 유지보수공사(여주권역, 단가계약))","수의견적제출공고,2025년,상수도,긴급누수,유지보수공사,여주권역,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['수의견적제출공고', '2025년', '상수도', '긴급누수', '유지보수공사', '여주권역', '단가계약']",bid_list_converted.csv
R25BK00597030,[긴급] 이리초 그린스마트스쿨 본관동 증개축 전기공사,전북특별자치도교육청 전북특별자치도익산교육지원청,조달청 또는 나라장터 자체 공고건,[긴급] 이리초 그린스마트스쿨 본관동 증개축 전기공사,"긴급,이리초,그린스마트스쿨,본관동,증개축,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['긴급', '이리초', '그린스마트스쿨', '본관동', '증개축', '전기공사']",bid_list_converted.csv
R25BK00600208,2025년 동안구 차선 재도색 공사(연간단가),경기도 안양시,조달청 또는 나라장터 자체 공고건,2025년 동안구 차선 재도색 공사(연간단가),"2025년,동안구,차선,재도색,공사,연간단가",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['2025년', '동안구', '차선', '재도색', '공사', '연간단가']",bid_list_converted.csv
R25BK00600102,2025년 숲가꾸기(경제림가꾸기)사업(기번1-2) 지명경쟁,산림청 남부지방산림청 울진국유림관리소,조달청 또는 나라장터 자체 공고건,2025년 숲가꾸기(경제림가꾸기)사업(기번1-2) 지명경쟁,"2025년,숲가꾸기,경제림가꾸기,사업,기번1,지명경쟁",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-31 12:00:00,"['2025년', '숲가꾸기', '경제림가꾸기', '사업', '기번1', '지명경쟁']",bid_list_converted.csv
R25BK00599545,서울대학교 관악학생생활관 920동 2층 리모델링 공사(통신),서울대학교 부속시설 학생생활관 관악학생생활관,조달청 또는 나라장터 자체 공고건,서울대학교 관악학생생활관 920동 2층 리모델링 공사(통신),"서울대학교,관악학생생활관,920동,2층,리모델링,공사,통신",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 11:30:00,"['서울대학교', '관악학생생활관', '920동', '2층', '리모델링', '공사', '통신']",bid_list_converted.csv
R25BK00600233,2025년 만안구 차선 재도색 공사(연간단가),경기도 안양시,조달청 또는 나라장터 자체 공고건,2025년 만안구 차선 재도색 공사(연간단가),"2025년,만안구,차선,재도색,공사,연간단가",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['2025년', '만안구', '차선', '재도색', '공사', '연간단가']",bid_list_converted.csv
R25BK00600308,2025년 동물원 위험수목 및 대형목 정비공사(상반기),서울특별시 서울대공원,조달청 또는 나라장터 자체 공고건,2025년 동물원 위험수목 및 대형목 정비공사(상반기),"2025년,동물원,위험수목,대형목,정비공사,상반기",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 15:00:00,"['2025년', '동물원', '위험수목', '대형목', '정비공사', '상반기']",bid_list_converted.csv
R25BK00596808,승기공공하수처리시설 현대화사업,조달청,조달청 또는 나라장터 자체 공고건,승기공공하수처리시설 현대화사업,"승기공공하수처리시설,현대화사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-12 20:32:00,"['승기공공하수처리시설', '현대화사업']",bid_list_converted.csv
R25BK00600370,서울대학교 관악학생생활관 920동 2층 리모델링 공사(전기),서울대학교 부속시설 학생생활관 관악학생생활관,조달청 또는 나라장터 자체 공고건,서울대학교 관악학생생활관 920동 2층 리모델링 공사(전기),"서울대학교,관악학생생활관,920동,2층,리모델링,공사,전기",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 11:30:00,"['서울대학교', '관악학생생활관', '920동', '2층', '리모델링', '공사', '전기']",bid_list_converted.csv
R25BK00600354,새천년수영장 개선공사(리모델링)(통신),경기도 수원시,조달청 또는 나라장터 자체 공고건,새천년수영장 개선공사(리모델링)(통신),"새천년수영장,개선공사,리모델링,통신",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-05 15:00:00,"['새천년수영장', '개선공사', '리모델링', '통신']",bid_list_converted.csv
R25BK00600365,2025년 숲가꾸기(경제림가꾸기)사업(기번2-1) 지명경쟁,산림청 남부지방산림청 울진국유림관리소,조달청 또는 나라장터 자체 공고건,2025년 숲가꾸기(경제림가꾸기)사업(기번2-1) 지명경쟁,"2025년,숲가꾸기,경제림가꾸기,사업,기번2,지명경쟁",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-31 12:00:00,"['2025년', '숲가꾸기', '경제림가꾸기', '사업', '기번2', '지명경쟁']",bid_list_converted.csv
R25BK00600314,2025년 침수방지시설 설치공사(연간단가),서울특별시 은평구,조달청 또는 나라장터 자체 공고건,2025년 침수방지시설 설치공사(연간단가),"2025년,침수방지시설,설치공사,연간단가",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '침수방지시설', '설치공사', '연간단가']",bid_list_converted.csv
R25BK00600350,2025년 소규모 하수관로 파손지 정비공사(단가계약),부산광역시 강서구,조달청 또는 나라장터 자체 공고건,2025년 소규모 하수관로 파손지 정비공사(단가계약),"2025년,소규모,하수관로,파손지,정비공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '소규모', '하수관로', '파손지', '정비공사', '단가계약']",bid_list_converted.csv
R25BK00597482,[긴급] 이리초 그린스마트스쿨 본관동 증개축 통신공사,전북특별자치도교육청 전북특별자치도익산교육지원청,조달청 또는 나라장터 자체 공고건,[긴급] 이리초 그린스마트스쿨 본관동 증개축 통신공사,"긴급,이리초,그린스마트스쿨,본관동,증개축,통신공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['긴급', '이리초', '그린스마트스쿨', '본관동', '증개축', '통신공사']",bid_list_converted.csv
R25BK00600455,지방하천 단계천(노상지구) 수해복구공사,경상북도 구미시,조달청 또는 나라장터 자체 공고건,지방하천 단계천(노상지구) 수해복구공사,"지방하천,단계천,노상지구,수해복구공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['지방하천', '단계천', '노상지구', '수해복구공사']",bid_list_converted.csv
R25BK00600442,2025년 친환경 고효율 도로조명 정비사업(송도동),인천광역시 연수구,조달청 또는 나라장터 자체 공고건,2025년 친환경 고효율 도로조명 정비사업(송도동),"2025년,친환경,고효율,도로조명,정비사업,송도동",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '친환경', '고효율', '도로조명', '정비사업', '송도동']",bid_list_converted.csv
R25BK00600007,하회장터 개선사업,경상북도 안동시,조달청 또는 나라장터 자체 공고건,하회장터 개선사업,"하회장터,개선사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-06 12:00:00,"['하회장터', '개선사업']",bid_list_converted.csv
R25BK00600481,2025년 관내 도로 긴급 소파보수공사(단가계약),부산광역시 서구,조달청 또는 나라장터 자체 공고건,2025년 관내 도로 긴급 소파보수공사(단가계약),"2025년,관내,도로,긴급,소파보수공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '관내', '도로', '긴급', '소파보수공사', '단가계약']",bid_list_converted.csv
R25BK00597373,한숲 다함께돌봄센터 리모델링 공사(건축),강원특별자치도 춘천시,조달청 또는 나라장터 자체 공고건,한숲 다함께돌봄센터 리모델링 공사(건축),"한숲,다함께돌봄센터,리모델링,공사,건축",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['한숲', '다함께돌봄센터', '리모델링', '공사', '건축']",bid_list_converted.csv
R25BK00600418,고려대학교 화물용 승강기 교체공사,고려대학교,조달청 또는 나라장터 자체 공고건,고려대학교 화물용 승강기 교체공사,"고려대학교,화물용,승강기,교체공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-07 10:00:00,"['고려대학교', '화물용', '승강기', '교체공사']",bid_list_converted.csv
R25BK00600536,2025년 횡단보도 및 차선 단가공사(1차),전북특별자치도 남원시,조달청 또는 나라장터 자체 공고건,2025년 횡단보도 및 차선 단가공사(1차),"2025년,횡단보도,차선,단가공사,1차",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 12:00:00,"['2025년', '횡단보도', '차선', '단가공사', '1차']",bid_list_converted.csv
R25BK00600557,경원선 폐철도 활용 24년 기후대응 도시숲 조성사업(통신),경기도 연천군,조달청 또는 나라장터 자체 공고건,경원선 폐철도 활용 24년 기후대응 도시숲 조성사업(통신),"경원선,폐철도,활용,24년,기후대응,도시숲,조성사업,통신",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['경원선', '폐철도', '활용', '24년', '기후대응', '도시숲', '조성사업', '통신']",bid_list_converted.csv
R25BK00597854,[긴급] 이리초 그린스마트스쿨 본관동 증개축 소방공사,전북특별자치도교육청 전북특별자치도익산교육지원청,조달청 또는 나라장터 자체 공고건,[긴급] 이리초 그린스마트스쿨 본관동 증개축 소방공사,"긴급,이리초,그린스마트스쿨,본관동,증개축,소방공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-03 10:00:00,"['긴급', '이리초', '그린스마트스쿨', '본관동', '증개축', '소방공사']",bid_list_converted.csv
R25BK00600533,순천복성고 비탈면(옹벽) 보수공사,전라남도교육청 전라남도순천교육지원청,조달청 또는 나라장터 자체 공고건,순천복성고 비탈면(옹벽) 보수공사,"순천복성고,비탈면,옹벽,보수공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['순천복성고', '비탈면', '옹벽', '보수공사']",bid_list_converted.csv
R25BK00600592,2025년 안전속도 5030 교통표지판 정비 단가공사(1차),전북특별자치도 남원시,조달청 또는 나라장터 자체 공고건,2025년 안전속도 5030 교통표지판 정비 단가공사(1차),"2025년,안전속도,5030,교통표지판,정비,단가공사,1차",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 12:00:00,"['2025년', '안전속도', '5030', '교통표지판', '정비', '단가공사', '1차']",bid_list_converted.csv
R25BK00600313,[입찰공고] 표선고 기숙사 증축 소방공사,제주특별자치도교육청,조달청 또는 나라장터 자체 공고건,[입찰공고] 표선고 기숙사 증축 소방공사,"입찰공고,표선고,기숙사,증축,소방공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-05 10:00:00,"['입찰공고', '표선고', '기숙사', '증축', '소방공사']",bid_list_converted.csv
R25BK00599143,서울대학교 관악캠퍼스 공동구(1호선~4호선) 방수공사,서울대학교,조달청 또는 나라장터 자체 공고건,서울대학교 관악캠퍼스 공동구(1호선~4호선) 방수공사,"서울대학교,관악캠퍼스,공동구,1호선,4호선,방수공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-31 10:00:00,"['서울대학교', '관악캠퍼스', '공동구', '1호선', '4호선', '방수공사']",bid_list_converted.csv
R25BK00598633,백학지구 수리시설개보수사업 토목(기계)공사,한국농어촌공사 경기지역본부 연천.포천.가평지사,조달청 또는 나라장터 자체 공고건,백학지구 수리시설개보수사업 토목(기계)공사,"백학지구,수리시설개보수사업,토목,기계,공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-07 10:00:00,"['백학지구', '수리시설개보수사업', '토목', '기계', '공사']",bid_list_converted.csv
R25BK00600611,2025년 상반기 농어촌도로 유지보수공사 단가계약,전북특별자치도 남원시,조달청 또는 나라장터 자체 공고건,2025년 상반기 농어촌도로 유지보수공사 단가계약,"2025년,상반기,농어촌도로,유지보수공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 12:00:00,"['2025년', '상반기', '농어촌도로', '유지보수공사', '단가계약']",bid_list_converted.csv
R25BK00600248,무안우체국 앞 버스승강장 가감차로 확포장공사,전라남도 무안군,조달청 또는 나라장터 자체 공고건,무안우체국 앞 버스승강장 가감차로 확포장공사,"무안우체국,버스승강장,가감차로,확포장공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-05 10:00:00,"['무안우체국', '버스승강장', '가감차로', '확포장공사']",bid_list_converted.csv
R25BK00598614,2025년 하수도 준설공사(연간단가) 1권역,대전광역시 유성구,조달청 또는 나라장터 자체 공고건,2025년 하수도 준설공사(연간단가) 1권역,"2025년,하수도,준설공사,연간단가,1권역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '하수도', '준설공사', '연간단가', '1권역']",bid_list_converted.csv
R25BK00599647,2025년 기흥구 우수유출저감시설 유지보수 연간단가공사,경기도 용인시 기흥구,조달청 또는 나라장터 자체 공고건,2025년 기흥구 우수유출저감시설 유지보수 연간단가공사,"2025년,기흥구,우수유출저감시설,유지보수,연간단가공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '기흥구', '우수유출저감시설', '유지보수', '연간단가공사']",bid_list_converted.csv
R25BK00600548,2025년도 차집관로 유지관리 공사,경기도 수원시,조달청 또는 나라장터 자체 공고건,2025년도 차집관로 유지관리 공사,"2025년도,차집관로,유지관리,공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년도', '차집관로', '유지관리', '공사']",bid_list_converted.csv
R25BK00598687,2025년 하수도 준설공사(연간단가) 2권역,대전광역시 유성구,조달청 또는 나라장터 자체 공고건,2025년 하수도 준설공사(연간단가) 2권역,"2025년,하수도,준설공사,연간단가,2권역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['2025년', '하수도', '준설공사', '연간단가', '2권역']",bid_list_converted.csv
R25BK00599655,고매터널 등기구 보수사업(전기),경기도 용인시 기흥구,조달청 또는 나라장터 자체 공고건,고매터널 등기구 보수사업(전기),"고매터널,등기구,보수사업,전기",https://www.data.go.kr/data/15129394/openapi.do#/,2025-02-04 10:00:00,"['고매터널', '등기구', '보수사업', '전기']",bid_list_converted.csv
